entry_id,volume,chapter,unit,sequence,source_order,korean,chinese,english,entry_kind,pos,pos_zh,origin_type,origin_detail,pronunciation,dictionary_source,dictionary_candidate_count,match_method,english_method,match_confidence,review_status,revision_note
v04-c01-u04-004,4,1,4,37,37,봉사 활동,志愿活动,volunteer activity,expression,표현,表达,hanja,奉仕活動,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c01-u04-005,4,1,4,38,38,용기,勇气,courage; guts,lexeme,명사,名,hanja,勇氣,용ː기,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c01-u04-006,4,1,4,39,39,살아가다,活下去，过活,make a living,lexeme,동사,动,native,,사라가다,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c01-u04-007,4,1,4,40,40,명예,名誉,honor; glory; fame; reputation,lexeme,명사,名,hanja,名譽,,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c01-u04-008,4,1,4,41,41,미모,美貌,beautiful face; pretty features,lexeme,명사,名,hanja,美貌,미ː모,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c01-u04-009,4,1,4,42,42,재력,财力,wealth,lexeme,명사,名,hanja,財力,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c01-u04-010,4,1,4,43,43,지혜,智慧,wisdom,lexeme,명사,名,hanja,智慧/知慧,지혜/지헤,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u01-001,4,2,1,44,44,출세,有出息，出人头地,success; being successful,lexeme,명사,名,hanja,出世,출쎄,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u01-002,4,2,1,45,45,학식,学识,knowledge; intelligence,lexeme,명사,名,hanja,學識,학씩,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c02-u01-003,4,2,1,46,46,활달하다,大方，豁达,broad-minded; great-hearted,lexeme,형용사,形,hybrid,豁達하다,활딸하다,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u01-004,4,2,1,47,47,적극적,积极的,being active,lexeme,명사,名,hanja,積極的,적끅쩍,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c02-u01-005,4,2,1,48,48,수줍음,害羞，腼腆,shyness; bashfulness,lexeme,명사,名,native,,수주븜,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u01-006,4,2,1,49,49,낯,脸,face; mug,lexeme,명사,名,native,,낟,Korean Basic Dictionary,6,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c02-u01-007,4,2,1,50,50,가리다,认生，分辨，区分,distinguish; differentiate,lexeme,동사,动,native,,,Korean Basic Dictionary,8,exact_ambiguous_tie,dictionary_equivalent,0.45,low,The entire source row was collapsed into the first physical field.
v04-c02-u01-008,4,2,1,51,51,정,情，感情,affection; emotional attachment,lexeme,명사,名,hanja,情,정ː,Korean Basic Dictionary,7,editorial_override,editorial_override,1.0,verified,按中文 情、感情 选择名词 情；原英文 really 和副词词性为同形词误配。
v04-c02-u01-009,4,2,1,52,52,첫인상,第一印象,first impression,lexeme,명사,名,hybrid,첫印象,처딘상,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u01-010,4,2,1,53,53,내성적,内向的,being introverted,lexeme,명사,名,hanja,內省的,내ː성적,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c02-u01-011,4,2,1,54,54,외향적,外向的,outgoing; extroverted,lexeme,관형사,冠,hanja,外向的,외ː향적 /웨ː향적,Korean Basic Dictionary,4,editorial_override,editorial_override,1.0,verified,外向性格义；原英文 exterior/external 误配。
v04-c02-u01-012,4,2,1,55,55,느긋하다,慢悠悠,comfortable; relaxed; carefree,lexeme,형용사,形,native,,느그타다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u01-013,4,2,1,56,56,명랑하다,明朗，开朗,bright; cheerful; merry,lexeme,형용사,形,hybrid,明朗하다,명낭하다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u01-014,4,2,1,57,57,소심하다,小心谨慎，胆小,timid; cowardly; chicken-hearted,lexeme,형용사,形,hybrid,小心하다,소ː심하다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u01-015,4,2,1,58,58,솔직하다,坦率,frank; honest,lexeme,형용사,形,hybrid,率直하다,솔찌카다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-001,4,2,2,59,59,덜렁거리다,冒失，慌张,be careless,lexeme,동사,动,native,,,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u02-002,4,2,2,60,60,변덕스럽다,多变，善变,whimsical; changeable; inconstant,lexeme,형용사,形,hybrid,變德스럽다,변ː덕쓰럽따,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-003,4,2,2,61,61,취직하다,就业,get a job; be hired; be employed,lexeme,동사,动,hybrid,就職하다,취ː지카다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-004,4,2,2,62,62,남,别人，他人,others; another person,lexeme,명사,名,native,,,Korean Basic Dictionary,12,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u02-005,4,2,2,63,63,호기심,好奇心,curiosity; inquisitiveness,lexeme,명사,名,hanja,好奇心,호ː기심,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-006,4,2,2,64,64,상상력,想象力,imaginative power; imagination,lexeme,명사,名,hanja,想像力,상ː상녁,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-007,4,2,2,65,65,풍부하다,丰富,rich; abundant,lexeme,형용사,形,hybrid,豐富하다,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-008,4,2,2,66,66,살리다,救活，复活,keep someone alive; bring someone to life; save someone's life,lexeme,동사,动,native,,,Korean Basic Dictionary,8,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c02-u02-009,4,2,2,67,67,마술사,魔术师,magician,lexeme,명사,名,hanja,魔術師,마술싸,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-010,4,2,2,68,68,판사,审判官，法官,judge,lexeme,명사,名,hanja,判事,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-011,4,2,2,69,69,사업가,企业家,businessperson; entrepreneur,lexeme,명사,名,hanja,事業家,사ː업까,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-012,4,2,2,70,70,건축가,建筑师,architect,lexeme,명사,名,hanja,建築家,건ː축까,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-013,4,2,2,71,71,선수,选手，运动员,athlete; player; representative player,lexeme,명사,名,hanja,選手,선ː수,Korean Basic Dictionary,7,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u02-014,4,2,2,72,72,목수,木匠，木工,carpenter,lexeme,명사,名,hanja,木手,목쑤,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-015,4,2,2,73,73,승무원,乘务员,crew member,lexeme,명사,名,hanja,乘務員,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-016,4,2,2,74,74,공무원,公务员,civil servant,lexeme,명사,名,hanja,公務員,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-017,4,2,2,75,75,기자,记者,reporter; journalist,lexeme,명사,名,hanja,記者,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u02-018,4,2,2,76,76,성직자,神职人员,cleric,lexeme,명사,名,hanja,聖職者,성ː직짜,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u03-001,4,2,3,77,77,연예인,艺人,entertainer,lexeme,명사,名,hanja,演藝人,여ː녜인,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u03-002,4,2,3,78,78,프로게이머,职业玩家,professional gamer,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v04-c02-u03-003,4,2,3,79,79,즐겁다,愉快，快乐,joyful; pleasant,lexeme,형용사,形,native,,즐겁따,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u03-004,4,2,3,80,80,자라다,成长，生长,grow,lexeme,동사,动,native,,,Korean Basic Dictionary,4,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u03-005,4,2,3,81,81,외동딸,独生女,only daughter,lexeme,명사,名,native,,외동딸/웨동딸,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c02-u03-006,4,2,3,82,82,부족하다,不足，不够,insufficient,lexeme,형용사,形,hybrid,不足하다,부조카다,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u03-007,4,2,3,83,83,싸우다,打架，斗争,fight; quarrel; dispute,lexeme,동사,动,native,,,Korean Basic Dictionary,4,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u03-008,4,2,3,84,84,달리,不同,unlike,lexeme,부사,副,native,,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u03-009,4,2,3,85,85,장남,长子,eldest son,lexeme,명사,名,hanja,長男,장ː남,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u03-010,4,2,3,86,86,차남,次子，二儿子,second son,lexeme,명사,名,hanja,次男,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u03-011,4,2,3,87,87,습하다,湿，潮湿,damp; humid,lexeme,형용사,形,hybrid,濕하다,스파다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u03-012,4,2,3,88,88,부유하다,富有，富裕,wealthy,lexeme,형용사,形,hybrid,富裕하다,부ː유하다,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u03-013,4,2,3,89,89,빈곤하다,贫困,poor,lexeme,형용사,形,hybrid,貧困하다,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u03-014,4,2,3,90,90,서늘하다,凉飕飕,cool; chilly,lexeme,형용사,形,native,,,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c02-u04-001,4,2,4,91,91,쌀쌀하다,凉飕飕,chilly; rather cold,lexeme,형용사,形,native,,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u04-002,4,2,4,92,92,화창하다,和畅，风和日丽,fine; sunny; genial; clear,lexeme,형용사,形,hybrid,和暢하다,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-003,4,2,4,93,93,쓰러지다,倒下,fall; collapse,lexeme,동사,动,native,,,Korean Basic Dictionary,3,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c02-u04-004,4,2,4,94,94,혈압,血压,blood pressure,lexeme,명사,名,hanja,血壓,혀랍,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-005,4,2,4,95,95,명상,冥想,meditation,lexeme,명사,名,hanja,冥想/瞑想,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-006,4,2,4,96,96,귀 기울이다,倾听，侧耳倾听,listen attentively,expression,표현,表达,expression,귀(固) + 기울이다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v04-c02-u04-007,4,2,4,97,97,타고나다,天生，先天,be born with,lexeme,동사,动,native,,,Korean Basic Dictionary,2,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-008,4,2,4,98,98,간염,肝炎,hepatitis,lexeme,명사,名,hanja,肝炎,가ː념,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-009,4,2,4,99,99,두통,头痛,headache,lexeme,명사,名,hanja,頭痛,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-010,4,2,4,100,100,위염,胃炎,gastritis,lexeme,명사,名,hanja,胃炎,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-011,4,2,4,101,101,장염,肠炎,enteritis,lexeme,명사,名,hanja,腸炎,장ː념,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-012,4,2,4,102,102,치매,痴呆症,dementia; Alzheimer's disease,lexeme,명사,名,hanja,癡呆,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-013,4,2,4,103,103,폐렴,肺炎,pneumonia,lexeme,명사,名,hanja,肺炎,폐ː렴/페ː렴,Korean Basic Dictionary,1,editorial_override,dictionary_equivalent,1.0,verified,移除词典来源残留标记 ▽。
v04-c02-u04-014,4,2,4,104,104,뇌졸중,脑中风,cerebral apoplexy; stroke,lexeme,명사,名,hanja,腦卒中,뇌졸쭝,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-015,4,2,4,105,105,당뇨병,糖尿病,diabetes,lexeme,명사,名,hanja,糖尿病,당뇨뼝,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-016,4,2,4,106,106,심장병,心脏病,heart disease,lexeme,명사,名,hanja,心臟病,심장뼝,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-017,4,2,4,107,107,동맥경화,动脉硬化,arteriosclerosis,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v04-c02-u04-018,4,2,4,108,108,소화불량,消化不良,indigestion,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v04-c02-u04-019,4,2,4,109,109,머리,头,head,lexeme,명사,名,native,,,Korean Basic Dictionary,58,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c02-u04-020,4,2,4,110,110,심장,心脏,heart,lexeme,명사,名,hanja,心臟,,Korean Basic Dictionary,6,exact_ambiguous_tie,dictionary_equivalent,0.45,low,The entire source row was collapsed into the first physical field.
v04-c02-u04-021,4,2,4,111,111,혈관,血管,blood vessel,lexeme,명사,名,hanja,血管,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c02-u04-022,4,2,4,112,112,간,肝,liver,lexeme,명사,名,hanja,肝,간ː,Korean Basic Dictionary,27,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c02-u04-023,4,2,4,113,113,인슐린,胰岛素,insulin,lexeme,명사,名,loanword,insulin,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c03-u01-001,4,3,1,114,114,폐,肺,lungs,lexeme,명사,名,hanja,肺,폐ː/페ː,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c03-u01-002,4,3,1,115,115,장,肠,intestines,lexeme,명사,名,hanja,腸,장ː,Korean Basic Dictionary,12,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c03-u01-003,4,3,1,116,116,전자,电子,electron,lexeme,명사,名,hanja,電子,전ː자,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c03-u01-004,4,3,1,117,117,고객센터,客服中心,customer service center,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v04-c03-u01-005,4,3,1,118,118,벽걸이,壁挂式,hooked object,lexeme,명사,名,hybrid,壁걸이,벽꺼리,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c03-u01-006,4,3,1,119,119,교환,交换,exchange,lexeme,명사,名,hanja,交換,,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c03-u01-007,4,3,1,120,120,설치하다,安装，设置,install,lexeme,동사,动,hybrid,設置하다,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c03-u01-008,4,3,1,121,121,나흘,四天,four days,lexeme,명사,名,native,,,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c03-u01-009,4,3,1,122,122,인수증,收据,receipt; acknowledgment of receipt,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v04-c03-u01-010,4,3,1,123,123,반품,退货，退换,return,lexeme,명사,名,hanja,返品,반ː품,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c03-u01-011,4,3,1,124,124,분명히,分明，明明,clearly,lexeme,부사,副,hybrid,分明히,,Korean Basic Dictionary,3,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c03-u01-012,4,3,1,125,125,매장,卖场，售货处,store,lexeme,명사,名,hanja,賣場,매ː장,Korean Basic Dictionary,5,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v04-c03-u01-013,4,3,1,126,126,구입,购入，买进,purchase; buying,lexeme,명사,名,hanja,購入,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c03-u01-014,4,3,1,127,127,규정,规定,regulation; rule,lexeme,명사,名,hanja,規定,,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c03-u01-015,4,3,1,128,128,배송,送货，配送,delivery,lexeme,명사,名,hanja,配送,배ː송,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c03-u01-016,4,3,1,129,129,판매,销售,sale; selling,lexeme,명사,名,hanja,販賣,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c03-u01-017,4,3,1,130,130,하자,瑕疵,defect; flaw,lexeme,명사,名,hanja,瑕疵,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c03-u02-001,4,3,2,131,131,환불,退款,refund; money back,lexeme,명사,名,hanja,還拂,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c03-u02-002,4,3,2,132,132,품질보증서,质量保证书,warranty certificate,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v04-c03-u02-003,4,3,2,133,133,주민,居民，住民,resident,lexeme,명사,名,hanja,住民,주ː민,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v04-c03-u02-004,4,3,2,134,134,틀다,拧，扭,twist,lexeme,동사,动,native,,,Korean Basic Dictionary,12,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v04-c03-u02-005,4,3,2,135,135,휴식,休息,break; rest; recess,lexeme,명사,名,hanja,休息,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
