entry_id,volume,chapter,unit,sequence,source_order,korean,chinese,english,entry_kind,pos,pos_zh,origin_type,origin_detail,pronunciation,dictionary_source,dictionary_candidate_count,match_method,english_method,match_confidence,review_status,revision_note
v03-c01-u02-009,3,1,2,23,23,발표회,发布会，发表会,meeting; conference; concert; exhibition,lexeme,명사,名,hanja,發表會,발표회/발표훼,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u02-010,3,1,2,24,24,동서양,东西方,East and West,lexeme,명사,名,hanja,東西洋,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u02-011,3,1,2,25,25,정물화,静物画,still life,lexeme,명사,名,hanja,靜物畫,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u02-012,3,1,2,26,26,입장료,门票费,admission fee,lexeme,명사,名,hanja,入場料,입짱뇨,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u03-001,3,1,3,27,27,(동아리에)들다,加入(社团),join (a club),expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v03-c01-u03-002,3,1,3,28,28,관심,关心，感兴趣,interest; attention,lexeme,명사,名,hanja,關心,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u03-003,3,1,3,29,29,동영상,视频,video,lexeme,명사,名,hanja,動映像,동ː녕상,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u03-004,3,1,3,30,30,괜히,白白地,vainly; in vain; to no avail,lexeme,부사,副,native,,괜ː히,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u03-005,3,1,3,31,31,고민하다,苦恼,agonize; writhe,lexeme,동사,动,hybrid,苦悶하다,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u03-006,3,1,3,32,32,탈출 동아리,假面舞社团,mask dance club,expression,표현,表达,expression,탈출(脫出) + 동아리(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c01-u03-007,3,1,3,33,33,국악 동아리,国乐社团,traditional Korean music club,expression,표현,表达,expression,국악(國樂) + 동아리(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c01-u03-008,3,1,3,34,34,봉사 동아리,公益社团,volunteer club,expression,표현,表达,expression,봉사(奉仕) + 동아리(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c01-u03-009,3,1,3,35,35,합창 동아리,合唱社团,choir club,expression,표현,表达,expression,합창(合唱) + 동아리(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c01-u03-010,3,1,3,36,36,지다,输,lose; be defeated,lexeme,동사,动,native,,,Korean Basic Dictionary,20,editorial_override,editorial_override,1.0,verified,输的义项；原英文 carry 为同形词误配。
v03-c01-u03-011,3,1,3,37,37,이기다,赢,win; beat; defeat,lexeme,동사,动,native,,,Korean Basic Dictionary,8,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c01-u04-001,3,1,4,38,38,조사,调查,poll; survey; investigation,lexeme,명사,名,hanja,調査,,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c01-u04-002,3,1,4,39,39,결과,结果,result; outcome,lexeme,명사,名,hanja,結果,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u04-003,3,1,4,40,40,에 따르면,根据，按照,according to; based on,expression,표현,表达,expression,에(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c01-u04-004,3,1,4,41,41,험하다,险峻,rough; rugged; forbidding,lexeme,형용사,形,hybrid,險하다,험ː하다,Korean Basic Dictionary,7,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c01-u04-005,3,1,4,42,42,관광,观光，旅游,tourism,lexeme,명사,名,hanja,觀光,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u04-006,3,1,4,43,43,감상,欣赏，鉴赏,appreciation,lexeme,명사,名,hanja,鑑賞,,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c01-u04-007,3,1,4,44,44,관람,参观，观看,viewing,lexeme,명사,名,hanja,觀覽,괄람,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u04-008,3,1,4,45,45,오락,娱乐,entertainment,lexeme,명사,名,hanja,娛樂,오ː락,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c01-u04-009,3,1,4,46,46,이상,以上,or more; and over,lexeme,명사,名,hanja,以上,이ː상,Korean Basic Dictionary,9,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v03-c01-u04-010,3,1,4,47,47,즐기다,爱好，喜爱,enjoy; appreciate; take pleasure in,lexeme,동사,动,native,,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c01-u04-011,3,1,4,48,48,과정,过程,process,lexeme,명사,名,hanja,過程,과ː정,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c01-u04-012,3,1,4,49,49,기구,器具,utensil; tool; implement,lexeme,명사,名,hanja,器具,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c01-u04-013,3,1,4,50,50,단독 주택,单独住宅,detached house,expression,표현,表达,hanja,單獨住宅,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u04-014,3,1,4,51,51,화초,花草,flowering plant; flower; plant,lexeme,명사,名,hanja,花草,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c01-u05-001,3,1,5,52,52,활용하다,利用，灵活运用,use; utilize,lexeme,동사,动,hybrid,活用하다,화룡하다,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c01-u05-002,3,1,5,53,53,벗어나다,摆脱，脱离,deviate from,lexeme,동사,动,native,,,Korean Basic Dictionary,10,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c01-u05-003,3,1,5,54,54,스스로,自己,oneself,lexeme,명사,名,native,,,Korean Basic Dictionary,3,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v03-c02-u01-001,3,2,1,55,55,이사를 오다,搬来,move in,expression,표현,表达,expression,이사(移徙) + 오다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u01-002,3,2,1,56,56,그렇지 않아도,不然也,as it happens; anyway,expression,표현,表达,expression,그렇지(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u01-003,3,2,1,57,57,궁금하다,好奇,curious,lexeme,형용사,形,native,,,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v03-c02-u01-004,3,2,1,58,58,인사를 가다,问候,go introduce oneself,expression,표현,表达,expression,인사(人事) + 가다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u01-005,3,2,1,59,59,이사 떡,搬家糕,housewarming rice cake,expression,표현,表达,expression,이사(移徙) + 떡(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u01-006,3,2,1,60,60,맛을 보다,品尝,taste; sample,expression,표현,表达,expression,보다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u01-007,3,2,1,61,61,인사를 받다,接受问候,receive a greeting,expression,표현,表达,expression,인사(人事) + 받다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u01-008,3,2,1,62,62,인사를 드리다,致以问候，请安,offer one's greetings,expression,표현,表达,expression,인사(人事) + 드리다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u01-009,3,2,1,63,63,인사를 시키다,使......问候,have someone say hello,expression,표현,表达,expression,인사(人事) + 시키다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u01-010,3,2,1,64,64,인사를 나누다,互相问候,exchange greetings,expression,표현,表达,expression,인사(人事) + 나누다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u01-011,3,2,1,65,65,위로하다,安慰，慰劳，慰问,console; comfort,lexeme,동사,动,hybrid,慰勞하다,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u01-012,3,2,1,66,66,청하다,请求，邀请,request; appeal,lexeme,동사,动,hybrid,請하다,,Korean Basic Dictionary,4,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v03-c02-u01-013,3,2,1,67,67,무표정하다,毫无表情，呆板,expressionless,lexeme,형용사,形,hybrid,無表情하다,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u01-014,3,2,1,68,68,고려하다,考虑，斟酌,consider,lexeme,동사,动,hybrid,考慮하다,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u02-001,3,2,2,69,69,앞머리,刘海儿,forelock,lexeme,명사,名,native,,암머리,Korean Basic Dictionary,4,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u02-002,3,2,2,70,70,찌르다,扎，刺,pierce; poke; prick; insert; stick,lexeme,동사,动,native,,,Korean Basic Dictionary,7,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u02-003,3,2,2,71,71,염색,染发,dyeing,lexeme,명사,名,hanja,染色,염ː색,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u02-004,3,2,2,72,72,짙다,深，浓,thick,lexeme,형용사,形,native,,짇따,Korean Basic Dictionary,7,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u02-005,3,2,2,73,73,갈색,褐色,brown,lexeme,명사,名,hanja,褐色,갈쌕,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u02-006,3,2,2,74,74,머리를 다듬다,修剪头发,trim one's hair,expression,표현,表达,expression,머리(固) + 다듬다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u02-007,3,2,2,75,75,굽을 갈다,换鞋跟,replace a shoe heel,expression,표현,表达,expression,갈다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u02-008,3,2,2,76,76,파마를 하다,烫发,get a perm,expression,표현,表达,expression,파마(←permanent) + 하다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u02-009,3,2,2,77,77,미용실,美发厅,beauty parlor; beauty salon,lexeme,명사,名,hanja,美容室,미ː용실,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u02-010,3,2,2,78,78,펴다,展开，打开,open; spread out,lexeme,동사,动,native,,,Korean Basic Dictionary,6,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v03-c02-u02-011,3,2,2,79,79,미용사,美发师,beautician; hairdresser,lexeme,명사,名,hanja,美容師,미ː용사,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u02-012,3,2,2,80,80,드라이,吹风,drying,lexeme,명사,名,loanword,dry,,Korean Basic Dictionary,2,editorial_override,dictionary_equivalent,1.0,verified,移除 origin_detail 中的派生词抽取噪声与尾随 0。
v03-c02-u02-013,3,2,2,81,81,두께,厚度,thickness,lexeme,명사,名,native,,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u02-014,3,2,2,82,82,덮다,盖,cover,lexeme,동사,动,native,,덥따,Korean Basic Dictionary,6,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v03-c02-u02-015,3,2,2,83,83,세탁물,要洗的衣物,laundry,lexeme,명사,名,hanja,洗濯物,세ː탕물,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u03-001,3,2,3,84,84,구하다,求，找,look for; obtain,lexeme,동사,动,hybrid,求하다,,Korean Basic Dictionary,5,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u03-002,3,2,3,85,85,초보자,新手,beginner; novice,lexeme,명사,名,hanja,初步者,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u03-003,3,2,3,86,86,경험,经验,experience,lexeme,명사,名,hanja,經驗,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u03-004,3,2,3,87,87,근무 시간,工作时间,work hours,expression,표현,表达,hanja,勤務時間,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u03-005,3,2,3,88,88,다들,大家，所有人,everyone; all,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v03-c02-u03-006,3,2,3,89,89,경력자,有经验者,experienced worker,lexeme,명사,名,hanja,經歷者,경녁짜,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u03-007,3,2,3,90,90,이력서,简历,curriculum vitae; one's life history,lexeme,명사,名,hanja,履歷書,이ː력써,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u03-008,3,2,3,91,91,시간제,按时间；计时,being by the hour,lexeme,명사,名,hanja,時間制,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,Merged continuation gloss: 计时
v03-c02-u03-009,3,2,3,92,92,보수,报酬,reward; repay,lexeme,명사,名,hanja,報酬,보ː수,Korean Basic Dictionary,4,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u03-010,3,2,3,93,93,자기 소개서,自我介绍,personal statement,expression,표현,表达,expression,자기(自己) + 소개서(紹介書),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u03-011,3,2,3,94,94,업무,业务,work; task; business,lexeme,명사,名,hanja,業務,엄무,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u03-012,3,2,3,95,95,능통자,精通某方面的人,expert; proficient person,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v03-c02-u03-013,3,2,3,96,96,면접,面试,interview; oral test,lexeme,명사,名,hanja,面接,면ː접,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u03-014,3,2,3,97,97,판매,卖，销售,sale; selling,lexeme,명사,名,hanja,販賣,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u03-015,3,2,3,98,98,지원하다,报名，应聘,apply,lexeme,동사,动,hybrid,志願하다,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u03-016,3,2,3,99,99,구인 광고,招聘广告,job advertisement,expression,표현,表达,expression,구인(求人) + 광고(廣告),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u03-017,3,2,3,100,100,주유,加油,refueling,lexeme,명사,名,hanja,注油,주ː유,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u03-018,3,2,3,101,101,매점,小卖店,snack bar; shop,lexeme,명사,名,hanja,賣店,매ː점,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u04-001,3,2,4,102,102,(전화가)걸리다,拨通,get through (by phone),expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v03-c02-u04-002,3,2,4,103,103,수리,修理,repair; fixing,lexeme,명사,名,hanja,修理,,Korean Basic Dictionary,5,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u04-003,3,2,4,104,104,(돈이)들다,需要钱,cost money,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v03-c02-u04-004,3,2,4,105,105,구입하다,购买,purchase,lexeme,동사,动,hybrid,購入하다,구이파다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u04-005,3,2,4,106,106,맡기다,委托，交给,entrust; leave something with,lexeme,동사,动,native,,맏끼다,Korean Basic Dictionary,8,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u04-006,3,2,4,107,107,사용 설명서를 보다,看使用说明书,consult the user manual,expression,표현,表达,expression,사용(使用) + 설명서(說明書) + 보다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u04-007,3,2,4,108,108,문의하다,询问，调查,ask; inquire,lexeme,동사,动,hybrid,問議하다,무ː늬하다/무ː니하다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u04-008,3,2,4,109,109,서비스 센터에 맡기다,交给售后服务中心,leave it at a service center,expression,표현,表达,expression,서비스(service) + 센터(center) + 맡기다(固),,Korean Basic Dictionary,0,editorial_override,editorial_override,1.0,verified,保留人工英文释义，并移除 서비스 派生词抽取噪声与尾随 0。
v03-c02-u04-009,3,2,4,110,110,수리를 요청하다,报修,request a repair,expression,표현,表达,expression,수리(修理) + 요청하다(要請하다),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u04-010,3,2,4,111,111,서비스 센터에서 찾다,去售后服务中心领取,pick it up from the service center,expression,표현,表达,expression,서비스(service) + 센터(center) + 찾다(固),,Korean Basic Dictionary,0,editorial_override,editorial_override,1.0,verified,保留人工英文释义，并移除 서비스 派生词抽取噪声与尾随 0。
v03-c02-u04-011,3,2,4,112,112,수리를 받다,进行维修,have something repaired,expression,표현,表达,expression,수리(修理) + 받다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c02-u04-012,3,2,4,113,113,배터리,电池,battery,lexeme,명사,名,loanword,battery,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u04-013,3,2,4,114,114,충전하다,充电,recharge,lexeme,동사,动,hybrid,充電하다,,Korean Basic Dictionary,5,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v03-c02-u04-014,3,2,4,115,115,온도,温度,temperature,lexeme,명사,名,hanja,溫度,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u04-015,3,2,4,116,116,젖다,湿,get wet,lexeme,동사,动,native,,젇따,Korean Basic Dictionary,7,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v03-c02-u04-016,3,2,4,117,117,자판,键盘,keyboard,lexeme,명사,名,hanja,字板,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u04-017,3,2,4,118,118,화면,画面,picture; image,lexeme,명사,名,hanja,畫面,화ː면,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v03-c02-u04-018,3,2,4,119,119,뾰족하다,尖，尖细,pointed; sharp,lexeme,형용사,形,native,,뾰조카다,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u04-019,3,2,4,120,120,액정,液晶画面,liquid crystal,lexeme,명사,名,hanja,液晶,액쩡,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u04-020,3,2,4,121,121,작동,运转，发动,operation,lexeme,명사,名,hanja,作動,작똥,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u05-001,3,2,5,122,122,돌리다,分送，分发,distribute; deliver,lexeme,동사,动,native,,,Korean Basic Dictionary,18,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c02-u05-002,3,2,5,123,123,팥,红豆,red bean,lexeme,명사,名,native,,팓,Korean Basic Dictionary,4,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u05-003,3,2,5,124,124,시루,蒸笼,earthenware steamer,lexeme,명사,名,native,,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c02-u05-004,3,2,5,125,125,조리 기구,厨具,cooking utensils,expression,표현,表达,expression,조리(笊籬) + 기구(器具),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c03-u01-001,3,3,1,126,126,안색,脸色,complexion,lexeme,명사,名,hanja,顔色,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c03-u01-002,3,3,1,127,127,몸살이 나다,因感冒而浑身酸痛,come down with body aches,expression,표현,表达,expression,몸살(固) + 나다(固),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v03-c03-u01-003,3,3,1,128,128,무리하다,过度，过分,be too much; be impractical; be out of reach,lexeme,동사,动,hybrid,無理하다,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v03-c03-u01-004,3,3,1,129,129,뭐니 뭐니 해도,无论如何；不管怎样,Even if people say something is like this or that; no matter what people say.,expression,표현,表达,expression,,,,0,unmatched,dictionary_definition,0.15,low,Merged continuation gloss: 不管怎样
v03-c03-u01-005,3,3,1,130,130,잃다,失去，丢,lose,lexeme,동사,动,native,,일타,Korean Basic Dictionary,11,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v03-c03-u01-006,3,3,1,131,131,스트레스,压力,stress,lexeme,명사,名,loanword,stress,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c03-u01-007,3,3,1,132,132,불면증,失眠症,insomnia,lexeme,명사,名,hanja,不眠症,불면쯩,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c03-u01-008,3,3,1,133,133,흡연,吸烟,smoking,lexeme,명사,名,hanja,吸煙,흐변,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c03-u01-009,3,3,1,134,134,비만,肥胖,obesity; fatness,lexeme,명사,名,hanja,肥滿,비ː만,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v03-c03-u01-010,3,3,1,135,135,고혈압,高血压,high blood pressure,lexeme,명사,名,hanja,高血壓,고혀랍,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
