entry_id,volume,chapter,unit,sequence,source_order,korean,chinese,english,entry_kind,pos,pos_zh,origin_type,origin_detail,pronunciation,dictionary_source,dictionary_candidate_count,match_method,english_method,match_confidence,review_status,revision_note
v01-c01-u02-011,1,1,2,23,23,몽골,蒙古,Mongolia,lexeme,명사,名,loanword,←Mongolia,,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u02-012,1,1,2,24,24,인도,印度,India,lexeme,명사,名,hanja,印度,,Korean Basic Dictionary,6,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c01-u02-013,1,1,2,25,25,태국,泰国,Thailand,lexeme,명사,名,hanja,泰國,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u02-014,1,1,2,26,26,한국,韩国,Korea,lexeme,명사,名,hanja,韓國,한ː국,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u02-015,1,1,2,27,27,호주,澳大利亚,Australia,lexeme,명사,名,hanja,濠洲,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c01-u02-016,1,1,2,28,28,국적,国籍,nationality; citizenship,lexeme,명사,名,hanja,國籍,국쩍,Korean Basic Dictionary,3,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u02-017,1,1,2,29,29,캐나다,加拿大,Canada,lexeme,명사,名,loanword,Canada,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u02-018,1,1,2,30,30,에서,从，来自,from,grammar,조사,助,native,,,Korean Basic Dictionary,6,editorial_override,editorial_override,1.0,verified,出处助词 에서。
v01-c01-u02-019,1,1,2,31,31,왔습니다,来,came,expression,동사,动,expression,오다 的过去正式体,,Korean Basic Dictionary,33,exact_ambiguous_tie,editorial_override,0.45,low,Migrated from the reviewed Volume 1 edition.
v01-c01-u03-001,1,1,3,32,32,회사원,公司职员,employee; office worker; staff,lexeme,명사,名,hanja,會社員,회ː사원/훼ː사원,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u03-002,1,1,3,33,33,그럼,那么,if so; in that case,lexeme,부사,副,native,,,Korean Basic Dictionary,5,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u03-003,1,1,3,34,34,학생,学生,student; learner,lexeme,명사,名,hanja,學生,학쌩,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u03-004,1,1,3,35,35,대학생,大学生,college student,lexeme,명사,名,hanja,大學生,대ː학쌩,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u03-005,1,1,3,36,36,직업,职业,occupation; job,lexeme,명사,名,hanja,職業,지겁,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u03-006,1,1,3,37,37,경찰,警察,police; policing,lexeme,명사,名,hanja,警察,경ː찰,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u03-007,1,1,3,38,38,가수,歌手,singer,lexeme,명사,名,hanja,歌手,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u03-008,1,1,3,39,39,의사,医生,doctor; physician,lexeme,명사,名,hanja,醫師,,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c01-u03-009,1,1,3,40,40,간호사,护士,nurse,lexeme,명사,名,hanja,看護師,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u03-010,1,1,3,41,41,은행원,银行职员,bank teller,lexeme,명사,名,hanja,銀行員,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u03-011,1,1,3,42,42,비서,秘书,secretary; personal assistant,lexeme,명사,名,hanja,祕書,비ː서,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u03-012,1,1,3,43,43,기자,记者,reporter; journalist,lexeme,명사,名,hanja,記者,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u03-013,1,1,3,44,44,변호사,律师,lawyer,lexeme,명사,名,hanja,辯護士,변ː호사,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u03-014,1,1,3,45,45,아니다,不是,not,lexeme,형용사,形,native,,,Korean Basic Dictionary,8,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u03-015,1,1,3,46,46,그런데,（表示转折的连词）可……，那……,by the way,lexeme,부사,副,native,,,Korean Basic Dictionary,4,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c01-u03-016,1,1,3,47,47,무엇,什么,what,lexeme,대명사,代,native,,무얻,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u03-017,1,1,3,48,48,하십니까?,做吗？（“합니까”的敬语）,do? (honorific),expression,동사,动,expression,하다 + 尊敬 + 正式疑问,,Korean Basic Dictionary,46,exact_ambiguous_tie,editorial_override,0.45,low,Migrated from the reviewed Volume 1 edition.
v01-c01-u03-018,1,1,3,49,49,교수,教授,professor,lexeme,명사,名,hanja,敎授,교ː수,Korean Basic Dictionary,2,editorial_override,editorial_override,1.0,verified,课程语境为职业“教授”；排除同词的 teaching/instruction 义项。
v01-c01-u03-019,1,1,3,50,50,을/를,（宾格助词）,object marker,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,Migrated from the reviewed Volume 1 edition.
v01-c01-u04-001,1,1,4,51,51,누구,谁,A pronoun used to indicate a person that one does not know.,lexeme,대명사,代,native,,,Korean Basic Dictionary,7,exact_ambiguous_tie,dictionary_definition,0.45,low,
v01-c01-u04-002,1,1,4,52,52,처음 뵙겠습니다.,初次见面,nice to meet you,expression,표현,表达,expression,처음 + 뵙다 + 겠습니다,,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,Migrated from the reviewed Volume 1 edition.
v01-c01-u04-003,1,1,4,53,53,반갑다,认识你很高兴,glad; joyful,lexeme,형용사,形,native,,반갑따,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u04-004,1,1,4,54,54,가다,去,go; travel,lexeme,동사,动,native,,,Korean Basic Dictionary,44,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u04-005,1,1,4,55,55,오다,来,come,lexeme,동사,动,native,,,Korean Basic Dictionary,33,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u04-006,1,1,4,56,56,만나다,见面,meet; meet with; join,lexeme,동사,动,native,,,Korean Basic Dictionary,10,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c01-u04-007,1,1,4,57,57,인사하다,打招呼,greet; salute,lexeme,동사,动,hybrid,人事하다,,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c01-u04-008,1,1,4,58,58,자다,睡,sleep,lexeme,동사,动,native,,,Korean Basic Dictionary,8,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u04-009,1,1,4,59,59,먹다,吃,eat; have; consume; take,lexeme,동사,动,native,,먹따,Korean Basic Dictionary,33,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u04-010,1,1,4,60,60,입다,穿,wear; be dressed; put on,lexeme,동사,动,native,,입따,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c01-u04-011,1,1,4,61,61,듣다,听,hear,lexeme,동사,动,native,,듣따,Korean Basic Dictionary,14,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u04-012,1,1,4,62,62,읽다,读,read; read out,lexeme,동사,动,native,,익따,Korean Basic Dictionary,9,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u04-013,1,1,4,63,63,쓰다,写,write,lexeme,동사,动,native,,,Korean Basic Dictionary,25,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c01-u04-014,1,1,4,64,64,학교,学校,school,lexeme,명사,名,hanja,學校,학꾜,Korean Basic Dictionary,4,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c01-u04-015,1,1,4,65,65,에,（表示地点或时间的助词）,on; in; at,grammar,조사,助,native,,,Korean Basic Dictionary,24,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u01-001,1,2,1,66,66,점원,（商店）店员,clerk,lexeme,명사,名,hanja,店員,저ː뭔,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-002,1,2,1,67,67,이것,这个（东西）,this,lexeme,대명사,代,native,,이걷,Korean Basic Dictionary,5,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u01-003,1,2,1,68,68,교과서,课本,textbook,lexeme,명사,名,hanja,敎科書,교ː과서/교ː꽈서,Korean Basic Dictionary,2,editorial_override,editorial_override,1.0,verified,교과서 对应“课本/textbook”；原英文 exemplar 为错误义项。
v01-c02-u01-004,1,2,1,69,69,그렇다,是那样；对,be so; be like that; that's right,lexeme,형용사,形,native,,그러타,Korean Basic Dictionary,6,editorial_override,editorial_override,1.0,verified,그렇다 表示“是那样/对”；原英文 same 不成立。
v01-c02-u01-005,1,2,1,70,70,저것,那个（东西）,that,lexeme,대명사,代,native,,저걷,Korean Basic Dictionary,3,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u01-006,1,2,1,71,71,사전,词典,dictionary,lexeme,명사,名,hanja,辭典,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u01-007,1,2,1,72,72,잡지,杂志,magazine,lexeme,명사,名,hanja,雜誌,잡찌,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-008,1,2,1,73,73,읽기책,读物,reading book; reader,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,Migrated from the reviewed Volume 1 edition.
v01-c02-u01-009,1,2,1,74,74,책상,书桌,desk,lexeme,명사,名,hanja,冊床,책쌍,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-010,1,2,1,75,75,연필,铅笔,pencil,lexeme,명사,名,hanja,鉛筆,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-011,1,2,1,76,76,자,尺,ruler,lexeme,명사,名,native,,,Korean Basic Dictionary,9,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u01-012,1,2,1,77,77,지우개,橡皮,eraser,lexeme,명사,名,native,,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u01-013,1,2,1,78,78,볼펜,圆珠笔,ballpoint pen,lexeme,명사,名,loanword,ball pen,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-014,1,2,1,79,79,돈,钱,money,lexeme,명사,名,native,,돈ː,Korean Basic Dictionary,14,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u01-015,1,2,1,80,80,카드,卡,card,lexeme,명사,名,loanword,card,,Korean Basic Dictionary,7,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u01-016,1,2,1,81,81,여권,护照,passport,lexeme,명사,名,hanja,旅券,여꿘,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u01-017,1,2,1,82,82,신분증,身份证,identification card,lexeme,명사,名,hanja,身分證,신분쯩,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-018,1,2,1,83,83,가방,包,bag,lexeme,명사,名,native,,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-019,1,2,1,84,84,손수건,手绢,handkerchief,lexeme,명사,名,hybrid,손手巾,손쑤건,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-020,1,2,1,85,85,모자,帽子,hat,lexeme,명사,名,hanja,帽子,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u01-021,1,2,1,86,86,거울,镜子,mirror,lexeme,명사,名,native,,,Korean Basic Dictionary,4,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u01-022,1,2,1,87,87,휴지,手纸,toilet paper; toilet tissue,lexeme,명사,名,hanja,休紙,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u01-023,1,2,1,88,88,공책,笔记本,notebook,lexeme,명사,名,hanja,空冊,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-024,1,2,1,89,89,열쇠,钥匙,key,lexeme,명사,名,native,,열ː쐬/열ː쒜,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u01-025,1,2,1,90,90,수첩,手册,pocket notebook,lexeme,명사,名,hanja,手帖,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-026,1,2,1,91,91,과자,饼干,snack,lexeme,명사,名,hanja,菓子,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-027,1,2,1,92,92,종이,纸,paper,lexeme,명사,名,native,,,Korean Basic Dictionary,2,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u01-028,1,2,1,93,93,필통,铅笔盒，笔筒,pencil holder,lexeme,명사,名,hanja,筆筒,,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u01-029,1,2,1,94,94,이,这,this,lexeme,대명사,代,native,,,Korean Basic Dictionary,29,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u01-030,1,2,1,95,95,그,那,A pronoun used to indicate people who are not the speaker or listener.,lexeme,대명사,代,native,,,Korean Basic Dictionary,10,exact_ambiguous_tie,dictionary_definition,0.45,low,
v01-c02-u01-031,1,2,1,96,96,저,那,that; that over there,lexeme,관형사,冠,native,,,Korean Basic Dictionary,11,editorial_override,editorial_override,1.0,verified,远指冠形词 저。
v01-c02-u01-032,1,2,1,97,97,그것,那个,that; that thing,lexeme,대명사,代,native,,그걷,Korean Basic Dictionary,7,editorial_override,editorial_override,1.0,verified,用完整、简洁的指示代词释义替换被截断的词典定义。
v01-c02-u01-033,1,2,1,98,98,저건,那个（东西）,that one over there,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,Migrated from the reviewed Volume 1 edition.
v01-c02-u01-034,1,2,1,99,99,여기,这儿,here; this,lexeme,대명사,代,native,,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u01-035,1,2,1,100,100,있다,有，在,existent; existing,lexeme,형용사,形,native,,읻따,Korean Basic Dictionary,25,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u02-001,1,2,2,101,101,달력,日历,calendar,lexeme,명사,名,hybrid,달曆,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u02-002,1,2,2,102,102,지도,地图,map,lexeme,명사,名,hanja,地圖,,Korean Basic Dictionary,5,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u02-003,1,2,2,103,103,없다,没有，不在,non-existent,lexeme,형용사,形,native,,업ː따,Korean Basic Dictionary,17,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u02-004,1,2,2,104,104,교실,教室,classroom,lexeme,명사,名,hanja,敎室,교ː실,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u02-005,1,2,2,105,105,창문,窗户,window,lexeme,명사,名,hanja,窓門,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u02-006,1,2,2,106,106,분필,粉笔,chalk,lexeme,명사,名,hanja,粉筆,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u02-007,1,2,2,107,107,칠판,黑板,blackboard,lexeme,명사,名,hanja,漆板,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u02-008,1,2,2,108,108,그림,画,drawing; painting; sketch,lexeme,명사,名,native,,그ː림,Korean Basic Dictionary,4,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u02-009,1,2,2,109,109,옷걸이,衣挂,clothes hanger; hanger,lexeme,명사,名,native,,옫꺼리,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u02-010,1,2,2,110,110,문,门,door,lexeme,명사,名,hanja,門,,Korean Basic Dictionary,8,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u02-011,1,2,2,111,111,텔레비전,电视,TV; television,lexeme,명사,名,loanword,television,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u02-012,1,2,2,112,112,의자,椅子,chair; stool,lexeme,명사,名,hanja,椅子,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u02-013,1,2,2,113,113,많다,多,plentiful; many; a lot of,lexeme,형용사,形,native,,만ː타,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u02-014,1,2,2,114,114,적다,少,little; a little,lexeme,형용사,形,native,,적ː따,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u02-015,1,2,2,115,115,크다,大,big; large,lexeme,형용사,形,native,,,Korean Basic Dictionary,20,editorial_override,editorial_override,1.0,verified,此处 크다 为形容词“大”；原 grow/동사 是义项和词性误配。
v01-c02-u02-016,1,2,2,116,116,작다,小,small; little,lexeme,형용사,形,native,,작ː따,Korean Basic Dictionary,8,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u02-017,1,2,2,117,117,날씨,天气,weather,lexeme,명사,名,native,,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u02-018,1,2,2,118,118,좋다,好,good; great; excellent,lexeme,형용사,形,native,,조ː타,Korean Basic Dictionary,22,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u02-019,1,2,2,119,119,나쁘다,不好,bad,lexeme,형용사,形,native,,,Korean Basic Dictionary,6,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u02-020,1,2,2,120,120,주스,果汁,juice,lexeme,명사,名,loanword,juice,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u02-021,1,2,2,121,121,도,也,also; too,grammar,조사,助,native,,도ː,Korean Basic Dictionary,19,editorial_override,editorial_override,1.0,verified,助词 도；避免误配为名词或音名。
v01-c02-u02-022,1,2,2,122,122,물건,东西,article; thing; item; goods,lexeme,명사,名,hanja,物件,,Korean Basic Dictionary,4,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u02-023,1,2,2,123,123,에는,（表示时间、地点的助词“에”和表示对比的助词“는”连用）,at; in; as for,grammar,조사,助,grammar,에 + 는,,Korean Basic Dictionary,6,editorial_override,editorial_override,1.0,verified,复合助词 에는；原英文 eneun 只是罗马字。
v01-c02-u02-024,1,2,2,124,124,하고,和，跟,and; with,grammar,조사,助,native,,,Korean Basic Dictionary,4,editorial_override,editorial_override,1.0,verified,并列/伴随助词 하고；原英文 hago 只是罗马字。
v01-c02-u02-025,1,2,2,125,125,주머니,口袋,pouch,lexeme,명사,名,native,,,Korean Basic Dictionary,13,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u03-001,1,2,3,126,126,은행,银行,bank,lexeme,명사,名,hanja,銀行,,Korean Basic Dictionary,3,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u03-002,1,2,3,127,127,어디,哪儿,where,lexeme,대명사,代,native,,,Korean Basic Dictionary,12,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u03-003,1,2,3,128,128,학생회관,学生会馆,student union building,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,Migrated from the reviewed Volume 1 edition.
v01-c02-u03-004,1,2,3,129,129,도서관,图书馆,library,lexeme,명사,名,hanja,圖書館,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u03-005,1,2,3,130,130,앞,前面,front,lexeme,명사,名,native,,압,Korean Basic Dictionary,10,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u03-006,1,2,3,131,131,화장실,洗手间,toilet; restroom; bathroom,lexeme,명사,名,hanja,化粧室,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u03-007,1,2,3,132,132,식당,食堂,cafeteria; restaurant,lexeme,명사,名,hanja,食堂,식땅,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u03-008,1,2,3,133,133,서점,书店,bookstore,lexeme,명사,名,hanja,書店,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u03-009,1,2,3,134,134,우체국,邮政局,post office,lexeme,명사,名,hanja,郵遞局,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u03-010,1,2,3,135,135,사무실,办公室,office; place of business; workplace,lexeme,명사,名,hanja,事務室,사ː무실,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v01-c02-u03-011,1,2,3,136,136,뒤,后面,back,lexeme,명사,名,native,,뒤ː,Korean Basic Dictionary,51,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u03-012,1,2,3,137,137,옆,旁边,side,lexeme,명사,名,native,,엽,Korean Basic Dictionary,4,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u03-013,1,2,3,138,138,위,上面,surface; top,lexeme,명사,名,native,,,Korean Basic Dictionary,14,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u03-014,1,2,3,139,139,밑,下面,bottom,lexeme,명사,名,native,,믿,Korean Basic Dictionary,12,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u03-015,1,2,3,140,140,아래,下面,bottom; lower part,lexeme,명사,名,native,,,Korean Basic Dictionary,4,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v01-c02-u03-016,1,2,3,141,141,안,里面,inside,lexeme,명사,名,native,,,Korean Basic Dictionary,10,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u03-017,1,2,3,142,142,밖,外面,outside; exterior,lexeme,명사,名,native,,박,Korean Basic Dictionary,5,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v01-c02-u03-018,1,2,3,143,143,컴퓨터,电脑,computer,lexeme,명사,名,loanword,computer,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
